msno,song_id,source_system_tab,source_screen_name,source_type,target,song_length,composer,lyricist,language,year,country,genre,artist,city,gender,registered_via,app_age,registration
27736,1755095,5,8,11,1,192574,155197,55958,5,2014,200,32,206196,14,1,5,2103,2838
27736,1942121,7,0,11,1,195735,327265,80523,5,2016,182,150,40406,14,1,5,2103,2838
27736,1852304,7,5,11,1,190720,10551,0,5,2016,153,89,86455,14,1,5,2103,2838
27736,954875,7,5,11,1,237400,0,0,5,2015,161,89,231760,14,1,5,2103,2838
27736,1553486,1,2,10,1,176640,131951,0,4,2015,153,32,86455,14,1,5,2103,2838
27736,1791689,5,8,11,1,244552,155197,0,4,2011,200,32,206196,14,1,5,2103,2838
27736,1007110,8,4,12,1,285466,151261,100367,1,2010,124,89,108713,14,1,5,2103,2838
27736,1718170,7,5,11,0,204768,334807,103216,1,2016,119,165,135485,14,1,5,2103,2838
27736,630464,7,0,11,1,234893,356054,36002,1,2014,118,89,49143,14,1,5,2103,2838
27736,822252,5,8,11,1,236228,40501,0,5,2014,161,89,167506,14,1,5,2103,2838
27736,1580405,8,4,12,1,213228,253858,0,5,2012,161,66,155870,14,1,5,2103,2838
27736,1387121,7,5,11,0,226742,122891,46554,5,2016,161,89,163508,14,1,5,2103,2838
27736,648310,5,8,11,1,245524,286914,23021,5,2016,161,32,61460,14,1,5,2103,2838
27736,239592,7,5,11,1,193468,295003,0,5,2014,161,58,135852,14,1,5,2103,2838
27736,1110527,8,4,12,0,246178,257384,0,1,2013,118,62,123648,14,1,5,2103,2838
27736,1363241,7,9,11,1,247676,94257,107882,1,2015,124,62,108693,14,1,5,2103,2838
27736,362593,7,9,11,1,308819,82551,71394,1,2015,124,89,201019,14,1,5,2103,2838
27736,581036,2,9,3,1,222144,346247,101593,1,2015,124,89,224349,14,1,5,2103,2838
27736,479561,8,4,12,1,222432,144857,77680,1,2013,124,89,72781,14,1,5,2103,2838
27736,432086,7,5,11,0,239026,0,0,7,2008,81,89,41391,14,1,5,2103,2838
27736,1024765,7,9,6,1,287328,127931,53688,1,2016,124,62,138023,14,1,5,2103,2838
27736,1367726,7,0,11,0,322664,241337,86266,1,2016,124,89,107358,14,1,5,2103,2838
27736,228017,8,4,12,1,266448,0,0,1,2008,124,5,31763,14,1,5,2103,2838
27736,2006265,2,9,6,0,321600,62162,88281,1,2016,124,62,27124,14,1,5,2103,2838
27736,1717683,2,9,6,1,278360,21819,111661,8,2015,124,89,223224,14,1,5,2103,2838
27736,2193276,8,4,12,1,282435,0,0,1,2010,124,89,223224,14,1,5,2103,2838
27736,1230136,7,5,11,1,281573,0,0,5,2014,200,89,106335,14,1,5,2103,2838
27736,557167,7,5,11,1,181263,233312,74601,5,2016,161,89,69754,14,1,5,2103,2838
27736,1919433,7,9,11,1,265508,255219,3239,1,2015,124,89,99992,14,1,5,2103,2838
27736,281533,7,0,11,1,202368,259070,111661,1,2016,124,62,223224,14,1,5,2103,2838
27736,986193,7,0,11,1,346272,21819,111661,1,2016,124,62,223224,14,1,5,2103,2838
27736,21881,8,4,12,1,216967,274524,0,7,2016,81,36,38300,14,1,5,2103,2838
27736,907834,7,5,11,1,178599,161140,0,5,2016,200,89,214004,14,1,5,2103,2838
27736,798988,2,9,6,0,288600,352172,94939,1,2011,124,89,40375,14,1,5,2103,2838
27736,1694498,8,4,12,0,293877,170037,93596,1,2016,124,89,157595,14,1,5,2103,2838
27736,1516993,7,9,11,1,307200,114778,55341,1,2012,124,89,93075,14,1,5,2103,2838
27736,1108892,5,8,11,1,230295,134789,63477,1,2014,124,5,179556,14,1,5,2103,2838
27736,1589001,2,9,6,0,383732,0,0,4,2006,39,50,35358,14,1,5,2103,2838
27736,104054,2,9,6,0,267075,0,0,1,2006,124,89,7042,14,1,5,2103,2838
27736,2133546,8,4,12,1,245342,241337,86266,1,2010,124,89,107358,14,1,5,2103,2838
27736,1283134,2,9,6,1,306886,214314,47583,1,2010,124,89,72781,14,1,5,2103,2838
27736,161707,2,9,6,0,276349,193859,5166,1,2013,124,89,40375,14,1,5,2103,2838
27736,896411,5,8,11,1,203441,140931,72091,1,2014,124,89,152458,14,1,5,2103,2838
27736,632477,7,5,11,1,225018,0,0,5,2012,161,32,27147,14,1,5,2103,2838
27736,1259156,2,9,6,1,281077,289823,27329,1,2014,124,89,96619,14,1,5,2103,2838
27736,1494060,2,9,6,0,254755,206032,3239,1,2016,124,62,108713,14,1,5,2103,2838
27736,1167128,1,2,10,1,215202,165963,0,5,2011,161,89,118893,14,1,5,2103,2838
27736,1642663,2,9,6,0,255456,321611,107919,1,2013,124,89,72781,14,1,5,2103,2838
27736,825688,2,9,6,0,300826,298854,115068,1,2010,124,89,108713,14,1,5,2103,2838
27736,1069332,7,5,11,1,204707,277163,0,5,2015,161,89,128604,14,1,5,2103,2838
27736,1811935,7,5,11,1,295497,46442,0,5,2015,200,89,53640,14,1,5,2103,2838
27736,950053,7,5,11,1,269688,134352,62894,1,2003,124,62,191957,14,1,5,2103,2838
27736,1065024,2,9,6,1,239808,346247,118155,1,2015,124,89,224349,14,1,5,2103,2838
27736,530853,8,4,12,1,230844,21892,31228,1,2008,124,89,61051,14,1,5,2103,2838
27736,1289869,7,5,11,0,297482,134352,36002,1,2014,124,62,191957,14,1,5,2103,2838
27736,702073,8,4,12,0,220212,111072,29717,7,2015,81,89,32630,14,1,5,2103,2838
27736,51707,2,9,6,0,280659,134352,116442,1,2012,124,62,191957,14,1,5,2103,2838
27736,188059,8,4,12,0,273031,187861,0,1,2014,124,62,207823,14,1,5,2103,2838
27736,1739877,5,8,11,1,227276,0,0,5,2011,161,5,128683,14,1,5,2103,2838
27736,1944183,2,9,6,1,298945,321344,114585,1,2016,124,89,140016,14,1,5,2103,2838
27736,2256472,2,9,6,0,235102,328335,81968,1,2015,124,89,218310,14,1,5,2103,2838
27736,1101760,7,5,11,1,200713,178993,0,5,2015,161,89,237564,14,1,5,2103,2838
27736,1215627,7,0,11,1,320470,10714,97538,1,2010,124,89,207632,14,1,5,2103,2838
27736,2291480,7,9,11,1,283846,214252,94939,1,2016,124,89,18356,14,1,5,2103,2838
27736,492844,5,8,11,1,270001,120430,55341,1,2016,124,62,93075,14,1,5,2103,2838
27736,599198,7,5,11,1,194115,286914,23021,5,2016,161,32,61460,14,1,5,2103,2838
27736,2183766,7,5,11,1,251611,166420,108194,1,2015,124,89,132778,14,1,5,2103,2838
27736,2192975,7,0,11,1,185364,244868,0,5,2016,153,89,86455,14,1,5,2103,2838
27736,1697952,7,0,11,1,233685,178993,0,5,2015,161,89,237564,14,1,5,2103,2838
27736,1377170,2,9,6,0,311066,306037,50260,1,2015,124,89,229838,14,1,5,2103,2838
27736,948882,7,5,11,1,294086,127931,53688,1,2016,124,62,138023,14,1,5,2103,2838
27736,2183476,7,5,11,1,264150,290942,71217,1,2016,124,62,17692,14,1,5,2103,2838
27736,713505,7,9,11,1,302688,127931,95571,1,2016,124,62,138023,14,1,5,2103,2838
27736,549464,5,8,11,1,221100,241337,38498,1,2016,124,0,107358,14,1,5,2103,2838
27736,1432044,7,0,11,1,196533,91268,0,5,2016,200,32,108843,14,1,5,2103,2838
27736,395178,7,5,11,1,206193,161551,0,5,2003,161,89,126455,14,1,5,2103,2838
27736,612740,7,0,11,1,215522,6424,9239,5,2016,161,89,8534,14,1,5,2103,2838
27736,907607,5,8,7,1,275017,306511,30708,1,2015,124,89,183046,14,1,5,2103,2838
27736,1815308,7,5,11,0,253910,134062,44186,1,2016,124,62,227793,14,1,5,2103,2838
27736,71267,8,4,12,0,304800,292560,31185,1,2016,124,5,154017,14,1,5,2103,2838
27736,432404,7,0,11,0,230976,266695,122541,1,2006,0,62,7370,14,1,5,2103,2838
27736,1722663,5,8,11,1,227840,3167,0,5,2013,200,32,46827,14,1,5,2103,2838
27736,2202472,8,4,12,1,232333,151756,83072,1,2015,124,89,97745,14,1,5,2103,2838
27736,277217,7,5,11,1,292780,265547,75945,1,2016,124,62,99992,14,1,5,2103,2838
27736,999393,7,5,11,1,294974,193981,0,5,2005,200,58,127992,14,1,5,2103,2838
27736,869355,7,5,11,1,258847,0,0,5,2015,200,58,127992,14,1,5,2103,2838
27736,669738,2,9,6,0,265824,127931,87767,1,2016,124,62,138023,14,1,5,2103,2838
27736,142830,8,4,12,1,260075,0,0,1,2006,0,89,184723,14,1,5,2103,2838
27736,104388,7,5,11,1,250218,55845,0,5,2014,200,89,135485,14,1,5,2103,2838
27736,1503419,7,0,11,1,209536,103126,0,5,2015,161,165,135485,14,1,5,2103,2838
27736,2253522,8,4,12,1,201482,0,0,5,2010,161,5,27147,14,1,5,2103,2838
27736,2214777,7,5,11,1,219847,288040,0,5,2012,161,103,143015,14,1,5,2103,2838
27736,1860678,2,9,6,0,211800,139999,70767,8,2006,0,89,186417,14,1,5,2103,2838
27736,337837,7,5,11,1,205949,39844,56485,1,2015,118,89,123926,14,1,5,2103,2838
27736,550509,7,5,11,1,214517,63120,89622,5,2016,161,89,218926,14,1,5,2103,2838
27736,106560,7,5,11,1,281147,300378,0,1,2007,118,175,132997,14,1,5,2103,2838
27736,848170,5,8,1,1,229152,346247,101593,1,2015,124,89,224349,14,1,5,2103,2838
27736,303631,2,9,6,0,262617,0,0,8,2006,0,89,150503,14,1,5,2103,2838
27736,2011940,7,9,11,0,269165,356904,122580,1,2016,124,62,144561,14,1,5,2103,2838
27736,2136772,7,9,11,1,252000,272026,93287,1,2016,124,62,188090,14,1,5,2103,2838
27736,1885734,5,8,1,1,242688,359941,51494,1,2015,124,89,224349,14,1,5,2103,2838
27736,2104120,7,0,11,1,266448,340603,0,1,2016,124,62,207823,14,1,5,2103,2838
27736,684187,2,9,6,1,268016,61445,87200,1,2006,0,89,232777,14,1,5,2103,2838
27736,409606,2,9,6,0,329978,219035,108972,1,2016,124,62,93075,14,1,5,2103,2838
27736,1644533,2,9,6,0,260284,134352,36002,1,2012,124,62,191957,14,1,5,2103,2838
27736,432749,7,5,11,1,199157,0,0,5,2015,161,89,234865,14,1,5,2103,2838
27736,64446,8,4,12,1,209629,95729,0,7,2010,81,89,216032,14,1,5,2103,2838
27736,294737,2,9,6,0,305992,0,0,5,2012,161,89,160252,14,1,5,2103,2838
27736,2135478,8,4,12,1,223747,209591,0,1,2015,124,62,95712,14,1,5,2103,2838
27736,975350,8,4,12,1,296542,107516,0,1,2012,124,62,229404,14,1,5,2103,2838
27736,863098,8,4,12,1,245237,33412,23963,7,2014,124,89,55352,14,1,5,2103,2838
27736,935037,5,8,11,1,213437,78918,0,5,2015,200,89,104818,14,1,5,2103,2838
27736,1547494,7,5,11,0,307153,209949,0,5,2015,161,89,38713,14,1,5,2103,2838
27736,1197550,2,9,6,0,250775,134352,78446,1,2000,124,62,191957,14,1,5,2103,2838
27736,388860,2,9,6,1,259030,127931,71282,1,2014,124,62,76453,14,1,5,2103,2838
27736,812669,2,9,6,1,265404,287084,111661,1,2011,124,89,223224,14,1,5,2103,2838
27736,199998,8,4,12,0,253654,285076,0,1,2004,118,89,150533,14,1,5,2103,2838
27736,185057,2,9,6,1,215597,259070,111661,1,2013,124,89,223224,14,1,5,2103,2838
27736,390890,7,5,11,1,265848,129523,22336,1,2015,124,89,207632,14,1,5,2103,2838
27736,1929476,5,8,11,1,258298,175411,120985,1,2015,124,89,238440,14,1,5,2103,2838
27736,821249,5,8,1,1,232280,250473,45305,1,2015,124,89,238440,14,1,5,2103,2838
27736,1509387,8,4,12,1,282331,134062,101270,1,2009,124,89,72781,14,1,5,2103,2838
27736,1379382,2,9,6,1,202318,346247,109144,1,2006,0,89,224349,14,1,5,2103,2838
27736,231394,7,9,11,0,252969,189307,72143,1,2016,124,62,73619,14,1,5,2103,2838
27736,1266021,8,4,12,1,222122,0,0,7,2010,30,89,80226,14,1,5,2103,2838
27736,566255,8,4,12,1,208700,89171,0,7,2014,161,89,80226,14,1,5,2103,2838
27736,86529,7,5,11,1,225985,0,0,5,2016,161,89,155094,14,1,5,2103,2838
27736,881787,1,2,10,1,204428,187078,0,5,2016,200,32,41263,14,1,5,2103,2838
27736,730958,2,9,6,1,239699,0,0,1,2012,124,89,96619,14,1,5,2103,2838
27736,643480,7,5,11,1,224130,165493,0,5,2016,128,58,210432,14,1,5,2103,2838
27736,1368489,2,9,6,0,351399,0,0,8,2005,124,89,209992,14,1,5,2103,2838
27736,1419360,8,4,12,0,223190,0,0,5,2010,200,89,53640,14,1,5,2103,2838
27736,413476,5,8,11,1,239606,0,0,5,2012,161,136,214910,14,1,5,2103,2838
27736,2101202,7,0,11,1,276480,255219,34847,1,2015,124,165,135485,14,1,5,2103,2838
27736,591182,8,4,12,1,282644,114778,115068,1,2013,124,89,99992,14,1,5,2103,2838
27736,1844473,7,5,11,1,257555,83248,0,1,2006,118,89,132997,14,1,5,2103,2838
27736,1452255,7,5,11,1,287007,129523,108538,1,2013,124,89,207632,14,1,5,2103,2838
27736,1680499,7,5,11,1,194455,0,0,5,2015,161,89,234865,14,1,5,2103,2838
27736,317003,8,4,12,0,214204,0,0,5,2015,200,5,105989,14,1,5,2103,2838
27736,1168076,8,4,12,1,253004,67029,0,5,2016,153,89,118893,14,1,5,2103,2838
27736,921022,2,9,6,1,260493,206032,44186,1,2014,124,62,138023,14,1,5,2103,2838
27736,2064866,7,9,11,1,235415,0,0,5,2014,161,89,126455,14,1,5,2103,2838
27736,1108889,8,4,12,1,216084,91287,1635,1,2012,124,89,79839,14,1,5,2103,2838
27736,2112810,7,0,11,1,272822,131456,34615,1,2011,124,89,97745,14,1,5,2103,2838
27736,1234212,5,8,11,0,286677,161154,100676,5,2015,161,66,80278,14,1,5,2103,2838
27736,2066424,5,8,11,1,227761,0,0,5,2010,161,89,155094,14,1,5,2103,2838
27736,2170589,8,4,12,1,235415,75649,0,5,2010,161,89,118893,14,1,5,2103,2838
27736,516704,8,4,12,0,287764,10714,75301,1,2010,124,89,207632,14,1,5,2103,2838
27736,1983442,2,9,6,1,280032,166420,108194,1,2015,124,89,132778,14,1,5,2103,2838
27736,663801,5,8,11,1,240901,110334,28621,1,2015,124,89,61051,14,1,5,2103,2838
27736,649439,2,9,6,0,279824,353471,117765,1,2013,124,89,227793,14,1,5,2103,2838
27736,1042071,2,9,6,1,313808,300378,124804,1,2007,124,89,64306,14,1,5,2103,2838
27736,2194059,7,5,11,1,233871,288040,0,5,2008,161,89,143015,14,1,5,2103,2838
27736,1441388,7,5,11,1,213263,142912,22995,1,2016,124,62,180648,14,1,5,2103,2838
27736,1838848,7,0,11,1,237792,230750,70817,5,2016,124,89,141282,14,1,5,2103,2838
27736,106337,2,9,6,0,278883,3232,111661,1,2011,124,89,223224,14,1,5,2103,2838
27736,1216795,2,9,6,0,194168,109765,27872,1,2015,124,89,97745,14,1,5,2103,2838
27736,221237,2,9,6,0,299258,306620,51108,1,2009,124,89,207614,14,1,5,2103,2838
27736,659133,5,4,12,1,197381,0,0,5,2010,161,89,155094,14,1,5,2103,2838
27736,1363536,7,5,11,1,227996,195717,21422,5,2010,200,89,53640,14,1,5,2103,2838
27736,1751583,8,4,12,0,255651,0,0,1,2006,0,89,227363,14,1,5,2103,2838
27736,1381355,8,4,12,1,237557,360336,95621,7,2015,124,89,32630,14,1,5,2103,2838
27736,1867003,8,4,12,1,194351,10192,63948,7,2015,81,89,32630,14,1,5,2103,2838
27736,2060949,8,4,12,1,263732,134352,62894,1,2007,124,62,191957,14,1,5,2103,2838
27736,897908,2,9,6,0,248639,114548,0,1,2007,118,89,132997,14,1,5,2103,2838
27736,1611890,8,4,12,1,215248,82917,0,1,2006,124,89,105565,14,1,5,2103,2838
27736,891851,8,4,12,0,221753,0,0,1,2014,124,89,105565,14,1,5,2103,2838
27736,1977469,7,5,11,1,226069,125898,0,5,2016,161,89,167506,14,1,5,2103,2838
27736,1399556,8,4,12,1,193436,66843,94714,5,2015,200,32,206196,14,1,5,2103,2838
27736,369440,5,8,11,1,220125,157848,0,5,2013,200,89,209734,14,1,5,2103,2838
27736,728190,5,8,11,1,212750,165963,107553,5,2015,200,32,145630,14,1,5,2103,2838
27736,1930738,7,5,11,0,210337,318987,68524,5,2016,161,66,76051,14,1,5,2103,2838
27736,2183492,5,8,11,1,186850,0,0,5,2012,161,89,45793,14,1,5,2103,2838
27736,720507,5,8,11,1,222667,98588,11899,1,2016,124,62,207614,14,1,5,2103,2838
27736,969355,7,9,11,1,216816,39844,56485,1,2015,118,89,123926,14,1,5,2103,2838
27736,271777,8,4,12,1,218592,346247,101593,1,2015,124,89,224349,14,1,5,2103,2838
27736,1980902,8,4,12,1,216607,182828,3048,1,2011,46,62,58990,14,1,5,2103,2838
27736,209842,8,4,12,1,238393,22467,64539,1,2007,124,89,64306,14,1,5,2103,2838
27736,1789151,2,9,6,0,257880,284207,44186,1,2014,124,89,138023,14,1,5,2103,2838
27736,916958,2,9,6,0,247968,227507,66200,8,2016,124,158,19815,14,1,5,2103,2838
27736,1935944,7,5,11,1,266866,0,0,5,2014,161,89,126455,14,1,5,2103,2838
27736,836599,5,8,11,1,209815,137611,0,4,2014,161,32,188411,14,1,5,2103,2838
27736,1553489,7,9,11,0,262368,10714,75301,1,2016,118,62,24436,14,1,5,2103,2838
27736,276708,8,4,12,1,208770,289751,62099,1,2012,124,62,112945,14,1,5,2103,2838
27736,1081852,7,5,11,1,153025,74111,105360,5,2016,200,66,214805,14,1,5,2103,2838
27736,2094675,7,5,11,1,210972,212286,0,4,2014,141,150,185740,14,1,5,2103,2838
27736,19498,2,9,6,0,236669,282159,59531,1,2011,124,89,73619,14,1,5,2103,2838
27736,382549,1,2,10,0,260992,226609,0,5,2016,161,58,135485,14,1,5,2103,2838
27736,231617,8,4,12,1,233325,241337,86266,1,2010,124,89,107358,14,1,5,2103,2838
27736,2082803,8,4,12,1,217103,282750,51039,7,2006,0,89,109206,14,1,5,2103,2838
27736,1281121,8,4,12,0,204277,0,0,7,2014,153,89,182933,14,1,5,2103,2838
27736,2060852,2,9,6,0,204660,258985,59531,1,2003,118,89,132997,14,1,5,2103,2838
27736,1637023,2,9,6,0,251054,0,0,8,2006,0,89,83585,14,1,5,2103,2838
27736,384979,2,9,6,0,242555,125591,59592,8,1992,124,89,83585,14,1,5,2103,2838
27736,1909756,2,9,6,0,285884,324673,0,9,2005,118,175,132997,14,1,5,2103,2838
27736,1056922,2,9,6,0,240960,233046,59531,1,2006,0,89,227363,14,1,5,2103,2838
27736,961015,2,9,6,0,257253,356904,122580,1,2015,124,89,132778,14,1,5,2103,2838
27736,1651713,7,0,11,1,274285,246268,81807,1,2015,124,89,12489,14,1,5,2103,2838
27736,2127097,5,8,11,1,346348,353242,0,5,1994,161,136,214910,14,1,5,2103,2838
27736,914027,5,8,11,1,222772,0,0,5,2002,161,136,214910,14,1,5,2103,2838
27736,2209735,8,4,12,0,261433,289337,117816,1,2006,124,89,196498,14,1,5,2103,2838
27736,1378696,7,5,11,1,226899,0,0,5,2014,40,89,62980,14,1,5,2103,2838
27736,290742,8,4,12,1,193933,185162,0,5,2014,161,89,167506,14,1,5,2103,2838
27736,976510,7,5,11,1,212750,174702,119955,5,2015,24,150,231814,14,1,5,2103,2838
27736,1294307,8,4,12,0,241057,161542,61992,1,2010,124,89,38660,14,1,5,2103,2838
27736,1313258,8,4,12,1,238863,10714,50818,1,2009,124,89,207632,14,1,5,2103,2838
27736,221127,2,9,6,0,271673,306037,50260,1,2015,124,89,229838,14,1,5,2103,2838
27736,2115203,2,9,6,1,299885,259070,111661,1,2008,124,89,223224,14,1,5,2103,2838
27736,1213090,8,4,12,1,265822,265769,5942,1,2009,54,89,41640,14,1,5,2103,2838
27736,978161,2,9,6,0,310230,193859,76052,1,2009,124,89,156417,14,1,5,2103,2838
27736,95824,7,9,11,1,261328,138572,93596,1,2014,124,89,157595,14,1,5,2103,2838
27736,1706032,8,4,12,1,302137,0,0,1,2006,0,89,34269,14,1,5,2103,2838
27736,1411419,8,4,12,0,199766,240283,84726,7,2012,81,36,138853,14,1,5,2103,2838
27736,78549,8,4,12,1,200724,263132,117513,7,2012,81,36,138853,14,1,5,2103,2838
27736,1361113,5,8,7,1,275644,259070,111661,1,2013,124,89,223224,14,1,5,2103,2838
27736,1121836,7,5,11,1,173963,184418,0,5,2016,161,5,63665,14,1,5,2103,2838
27736,528817,2,9,6,0,218406,96327,59531,1,2001,118,89,132997,14,1,5,2103,2838
27736,2258185,8,4,12,0,252447,321035,62339,1,2011,124,89,72781,14,1,5,2103,2838
27736,1180246,2,9,6,0,285466,0,0,8,2006,0,89,59103,14,1,5,2103,2838
27736,110566,5,8,7,1,250125,0,0,4,2006,0,32,182442,14,1,5,2103,2838
27736,1675751,5,8,11,0,255582,0,0,7,2013,124,89,163414,14,1,5,2103,2838
27736,317365,7,5,11,1,192911,288040,0,5,2012,161,103,143015,14,1,5,2103,2838
27736,1747433,2,9,6,0,287869,138572,68795,1,2014,124,89,157595,14,1,5,2103,2838
27736,1125096,7,5,11,1,298344,10714,59531,1,2014,124,89,207632,14,1,5,2103,2838
27736,290099,8,4,12,1,265822,259070,111661,1,2008,124,89,223224,14,1,5,2103,2838
27736,1107761,8,4,12,1,203859,348544,123843,7,2016,81,36,118533,14,1,5,2103,2838
27736,504640,2,9,6,0,237923,284531,0,1,2012,124,62,227793,14,1,5,2103,2838
